SMILES,Caco2,CYP1A2i_c,CYP2C9i_c,CYP2C19i_c,CYP3A4i_c,CYP2D6i_c,CYP1A2s,CYP2C9s,CYP2C19s,CYP2D6s,CYP3A4s,HLM,DLM,RLM,hERG
Cc1cccc(OCCCCCn2ccnc2)c1,,0,0,1,,,,,,,,,,,
COc1ccc(CC(=O)Nc2ccc(-c3nnc(-c4ccccc4)o3)cc2)cc1,,1,,1,0,0,,,,,,,,,
C=CCc1cccc2cc(C(=O)N(CC)CC)c(=O)oc12,,0,1,1,,0,,,,,,,,,
CCOc1cccc(OCCCNCCCOC)c1,,0,0,0,0,0,,,,,,,,,
COc1ccc(CN2CCN(C(=O)CC(C)C)CC2)c(OC)c1OC,,0,0,0,0,0,,,,,,,,,
CCCC(=O)Nc1nnc(Cc2ccccc2)s1,,1,0,0,0,,,,,,,,,,
COc1cccc(N(CC(=O)Nc2cccc(C(C)=O)c2)S(C)(=O)=O)c1,,0,0,0,1,1,,,,,,,,,
Cc1ccc(O)c(-c2cc(C(F)(F)C(F)F)nc(-c3ccccc3)n2)c1,,0,0,0,0,0,,,,,,,,,
CCCC12CN3CC(CCC)(CN(C1)C3C(O)C(O)C(O)CO)C2=O,,1,,,1,,,,,,,,,,
O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2ccco2)CC1,,0,0,0,0,0,,,,,,,,,
CCc1cc(=O)oc2cc(OCC(=O)N3CCCc4ccccc43)ccc12,,0,0,0,0,0,,,,,,,,,
Cc1nn(C(=O)CN2C(=O)c3ccccc3C2=O)c(C)c1Br,,0,0,0,1,0,,,,,,,,,
Cc1c(/N=C/c2ccco2)n(Cc2ccccc2)c2ccccc12,,0,,0,0,0,,,,,,,,,
CC(C)COCC1CC2(CC(C)(c3csc(N)n3)OC2=O)C(=O)O1,,1,0,0,,0,,,,,,,,,
Cc1ccccc1-n1c(O)c(C=Nc2ccc(N(C)C)cc2)c(=O)[nH]c1=O,,1,0,0,0,0,,,,,,,,,
Cc1noc(COc2ccc(OCc3nc(C)no3)cc2)n1,,1,,1,,,,,,,,,,,
C=CCn1cnc2scc(-c3ccccc3)c2c1=O,,0,0,0,0,0,,,,,,,,,
COc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2cccnc2)cc1OC,,0,1,1,1,0,,,,,,,,,
COc1ccc(/C(O)=C2/C(=O)C(=O)N(CCN3CCOCC3)C2c2ccc(C)cc2)cc1,,0,0,0,0,0,,,,,,,,,
CCOC(=O)CC(=O)Nc1ccccc1C(=O)O,,1,,0,0,1,,,,,,,,,
CCC(NC(=O)c1ccccc1NC(=O)c1ccco1)C(=O)NC1CCCCC1,,1,0,0,0,0,,,,,,,,,
Cc1oc2c(O)c(O)ccc2c(=O)c1-c1cnn(-c2ccccc2)c1,,1,,1,1,0,,,,,,,,,
COc1cc(CC(=O)O)c(C(C)=O)cc1OC,,0,0,0,0,0,,,,,,,,,
O=C1NCC2=C1C(c1ccc(Br)cc1)Nc1ccccc1N2,,0,0,0,0,0,,,,,,,,,
CC(C)CC(=O)N1CCN(Cc2cccc(F)c2)CC1,,0,0,0,0,0,,,,,,,,,
Cc1ccc(OCCOCCn2ccnc2)c(Br)c1,,1,0,0,,1,,,,,,,,,
CC(=O)N(CC(=O)O)c1ccccc1C(=O)O,,1,0,0,,0,,,,,,,,,
O=C(O)CP(=O)(O)c1ccc(Cl)cc1,,0,1,0,0,0,,,,,,,,,
Cc1nn(-c2ccccc2)c(N2CCCCC2)c1/C=N/O,,0,0,0,0,0,,,,,,,,,
Cc1sc2c(c1C)c(=O)n(-c1ccccc1)c1nnc(C)n21,,0,0,0,0,0,,,,,,,,,
O=C(c1ccccc1)c1cc(F)c(N2CCOCC2)cc1Cl,,0,0,,0,0,,,,,,,,,
Cn1c(SCC(=O)Nc2ccccc2)nc(O)cc1=O,,0,0,0,0,0,,,,,,,,,
Cc1ccccc1OCCCN1CCCC1,,1,1,,,0,,,,,,,,,
CC(C)c1cc(Nc2cccc(O)c2)cc(C(C)C)c1O,,0,0,0,0,0,,,,,,,,,
CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NC1=NCCS1,,0,0,,0,0,,,,,,,,,
Cc1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,,0,0,0,0,0,,,,,,,,,
O=P(O)(COc1ccccc1)COc1ccccc1,,1,,0,0,0,,,,,,,,,
O=C(Nc1ccc(N2CCCCC2)cc1)c1cncc(Br)c1,,0,0,,0,0,,,,,,,,,
N#Cc1c(NC(=O)CCN2C(=O)c3ccccc3C2=O)oc(-c2ccccc2)c1-c1ccccc1,,0,0,0,0,0,,,,,,,,,
O=C(NC(C(=O)c1ccccc1)n1cnccc1=O)c1ccccc1,,0,0,0,0,0,,,,,,,,,
Cc1cc(Oc2ccccc2)nc(-c2ccccc2)n1,,0,0,0,0,0,,,,,,,,,
COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCCCC4)cc3n2)cc1,,0,0,,0,0,,,,,,,,,
CCN(CC)C(=O)CSc1nc(O)cc(=O)n1CC,,1,1,0,1,1,,,,,,,,,
CC(C)(C)c1ccccc1OCCN1CCCC1,,0,0,0,0,0,,,,,,,,,
O=C(Nc1cccc(F)c1)Nc1ccccn1,,0,0,0,0,0,,,,,,,,,
COc1ccccc1OCCCCCc1c(C)n[nH]c1C,,0,,,0,0,,,,,,,,,
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1OC,,1,0,1,1,,,,,,,,,,
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Nc1ccc2c(c1)OCO2,,0,0,,0,0,,,,,,,,,
CCN(CC)C(=O)C1CCN(S(=O)(=O)c2ccc3oc4ccccc4c3c2)CC1,,0,0,0,0,0,,,,,,,,,
N=c1n(-c2ccccc2)c(O)cc(=O)n1-c1ccccc1,,0,1,1,0,0,,,,,,,,,
CCOC(=O)CCCNC(=O)c1cncc(Br)c1,,0,0,0,0,0,,,,,,,,,
COc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)cc1CN1CCN(c2ccc(F)cc2)CC1,,0,0,0,0,0,,,,,,,,,
CS(=O)(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,,0,0,0,0,0,,,,,,,,,
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,0,0,0,,0,,,,,,,,,
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,,0,0,0,0,0,,,,,,,,,
NCCCCC(=O)O,,0,0,0,0,0,,,,,,,,,
O=C(O)CCCCCCCC(=O)O,,0,0,0,0,,,,,,,,,,
NCCc1c[nH]c2ccccc12,,0,0,0,0,0,,,,,,,,,
COc1ccc2[nH]c3c(c2c1)CCNC3,,1,0,0,0,0,,,,,,,,,
Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2n1,,0,0,0,0,0,,,,,,,,,
CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,,0,0,,0,0,,,,,,,,,
CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,,0,0,0,0,,,,,,,,,,
Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(C)c1=O,,0,0,0,0,0,,,,,,,,,
CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(CCC)c1=O,,0,0,,0,0,,,,,,,,,
CNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,,1,0,1,0,,,,,,,,,,
C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,,0,0,0,0,0,,,,,,,,,
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,,1,0,0,0,,,,,,,,,,
C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O,,0,0,0,,0,,,,,,,,,
NC1(C(=O)O)CCCCC1,,0,0,0,0,0,,,,,,,,,
C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,,0,0,1,0,1,,,,,,,,,
CP(=O)(O)CCCN,,1,0,0,0,0,,,,,,,,,
NC/C=C\C(=O)O,,1,0,0,1,0,,,,,,,,,
Nc1ccc(CCNc2ncnc3c2ncn3[C@@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)cc1,,0,0,,0,0,,,,,,,,,
C#C[C@H](N)CCC(=O)O,,0,0,0,0,0,,,,,,,,,
CNC(=O)[C@@H]1O[C@@H](n2cnc3c(NCc4ccc(N)cc4)ncnc32)[C@@H](O)[C@H]1O,,0,0,0,0,0,,,,,,,,,
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,,0,0,0,0,,,,,,,,,,
O=C(O)[C@H]1C[C@H](C(=O)O)N1,,0,0,0,0,0,,,,,,,,,
NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,,0,0,0,0,0,,,,,,,,,
CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,,0,0,,0,0,,,,,,,,,
CC(C)(C)c1o[nH]c(=O)c1C[C@H](N)C(=O)O,,0,0,1,,0,,,,,,,,,
NC(N)=NCCCCN=C(N)N,,0,0,,0,0,,,,,,,,,
NC1(C(=O)O)CC1,,1,0,0,0,0,,,,,,,,,
CC(N)=O,,0,1,1,1,,,,,,,,,,
O=C(O)[C@H]1CCN1,,0,0,0,0,0,,,,,,,,,
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,,0,0,0,0,1,,,,,,,,,
Nc1ccc2c3c(cccc13)C(=O)NC2=O,,1,,1,1,1,,,,,,,,,
NC12CC3CC(CC(C3)C1)C2,,0,0,0,1,0,,,,,,,,,
[N-]=[N+]=Nc1ccc(C(=O)CSC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)cc1,,1,0,0,0,0,,,,,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,,1,,0,0,0,,,,,,,,,
O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,,1,0,0,0,,,,,,,,,,
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,,0,0,0,0,0,,,,,,,,,
CC(=O)O[C@@H](C)C[N+](C)(C)C,,1,,1,,1,,,,,,,,,
CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C,,0,0,,0,0,,,,,,,,,
N#CCCN,,0,0,0,0,0,,,,,,,,,
NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,,0,0,0,0,0,,,,,,,,,
N[C@@H]1C=CC=C(C(=O)O)C1,,0,0,0,0,0,,,,,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)OCCN1CCCC1,,1,,0,0,0,,,,,,,,,
Nc1c2c(nc3ccccc13)CCCC2,,0,0,,0,0,,,,,,,,,
Nn1nnc2ccccc21,,0,0,0,0,0,,,,,,,,,
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,,0,0,0,0,0,,,,,,,,,
NOCC(=O)O,,0,0,0,0,0,,,,,,,,,
CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,,1,0,,,0,,,,,,,,,
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,,1,,1,1,,,,,,,,,,
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,,1,,1,1,0,,,,,,,,,
CC(C)CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,,1,0,,,0,,,,,,,,,
CC(=O)SCC[N+](C)(C)C,,0,0,0,0,0,,,,,,,,,
C[C@@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]43C)[C@H]1CCC2=O,,0,,0,0,0,,,,,,,,,
N=C(N)SCCN,,0,0,,0,0,,,,,,,,,
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,,1,0,1,0,0,,,,,,,,,
NCCCNCCSP(=O)(O)O,,0,0,0,0,0,,,,,,,,,
CC(=O)Nc1nnc(S(N)(=O)=O)s1,,0,0,0,0,1,,,,,,,,,
COC(=O)C1=CCCN(C)C1,,1,0,0,0,0,,,,,,,,,
CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1,,1,0,0,0,0,,,,,,,,,
CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(=O)N1CCC[C@H]1CO)C(C)C,,1,0,,,0,,,,,,,,,
C[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,,1,,1,,0,,,,,,,,,
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,0,1,0,0,0,,,,,,,,,
NN=C(N)N,,1,0,0,0,0,,,,,,,,,
NCCCCN=C(N)N,,1,0,0,0,1,,,,,,,,,
N=C(N)c1ccc(N)cc1,,0,0,0,0,0,,,,,,,,,
NCCCP(=O)(O)O,,1,0,,0,0,,,,,,,,,
N[C@H](CCCC(=O)O)C(=O)O,,0,0,,0,0,,,,,,,,,
C=CC[C@H](N)C(=O)O,,0,0,,0,0,,,,,,,,,
NCCCCCC(=O)O,,0,0,0,0,1,,,,,,,,,
CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@@H](N)C(=O)O,,0,0,,0,0,,,,,,,,,
N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H]12,,1,0,,0,1,,,,,,,,,
C=CCc1ccccc1OC[C@H](O)CNC(C)C,,0,0,0,0,0,,,,,,,,,
CN(C)c1nc(N(C)C)nc(N(C)C)n1,,1,0,0,0,,,,,,,,,,
CC(=O)NCCc1ccc(O)c(O)c1,,0,0,,0,,,,,,,,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
CC1=C(/C=C\C(C)=C\C=C/C(C)=C/C=C\C=C(C)\C=C/C=C(C)/C=C\C2=C(C)[C@@H](O)C(=O)CC2(C)C)C(C)(C)CC(=O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1,,0,0,,0,0,,,,,,,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@@H]1O,,0,0,,0,,,,,,,,,,
NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,,0,0,0,0,0,,,,,,,,,
CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,,1,0,0,0,,,,,,,,,,
N[C@@H]1CCN(O)C1=O,,0,0,,0,0,,,,,,,,,
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,0,0,0,0,0,,,,,,,,,
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,,1,0,0,0,0,,,,,,,,,
C[C@@H]1CCN=C(N)S1,,0,0,0,,0,,,,,,,,,
c1ccc(CN(Cc2ncc[nH]2)c2ccccc2)cc1,,0,0,0,0,0,,,,,,,,,
CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,,0,0,0,0,0,,,,,,,,,
NC[C@H](O)c1cc(O)c(O)cc1F,,0,0,0,0,0,,,,,,,,,
C=CCc1ccccc1OC[C@H](O)CN[C@]1(C)CCC[C@@H](C(C)(C)NC(=O)CBr)C1,,0,0,0,1,0,,,,,,,,,
COc1cccc(OC)c1OCCNC[C@@H]1CSc2ccccc2O1,,0,0,0,0,,,,,,,,,,
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,,0,0,0,0,0,,,,,,,,,
C[N+]1(C)CCc2cc3c(cc2[C@@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,,1,0,0,,0,,,,,,,,,
C[N+](C)(C)CCOC(=O)CBr,,0,0,0,0,0,,,,,,,,,
c1ccc2sc(C3(N4CCCCC4)CCCCC3)cc2c1,,0,0,0,0,0,,,,,,,,,
c1ccc2nc(C3=NCCN3)ccc2c1,,0,0,0,0,0,,,,,,,,,
CCN1CCc2nc(N)oc2CC1,,0,0,0,0,0,,,,,,,,,
C[C@@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,,0,0,0,0,0,,,,,,,,,
C[C@H](N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,,0,0,0,0,0,,,,,,,,,
C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,,0,0,0,0,0,,,,,,,,,
O=S(=O)(NCCNC/C=C\c1ccc(Br)cc1)c1cccc2cnccc12,,0,0,0,0,,,,,,,,,,
O=C1O/C(=C\Br)CC[C@@H]1c1cccc2ccccc12,,0,0,0,0,0,,,,,,,,,
Nc1nc(OCc2ccccc2)c2[nH]cnc2n1,,0,0,0,0,0,,,,,,,,,
CC(=O)NBr,,0,,0,1,0,,,,,,,,,
CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1,,1,1,1,0,,,,,,,,,,
CCCC[S@@](=N)(=O)CC[C@@H](N)C(=O)O,,0,0,0,0,0,,,,,,,,,
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,1,0,0,0,,,,,,,,,,
C[N+](C)(C)CC(=O)O,,0,0,0,0,,,,,,,,,,
C[N+](C)(C)CC=O,,0,0,0,0,0,,,,,,,,,
Cc1sc2ccccc2c1CC1=NCCN1,,1,0,0,0,0,,,,,,,,,
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,0,0,0,0,0,,,,,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1,,1,,0,0,,,,,,,,,,
N=C(N)c1ccccc1,,1,,1,0,,,,,,,,,,
C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,,0,0,0,0,0,,,,,,,,,
N[C@@H](CO)C(=O)NNCc1ccc(O)c(O)c1O,,0,0,0,0,0,,,,,,,,,
CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](N)Cc1ccccc1)C(=O)O,,0,0,,0,,,,,,,,,,
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,,0,0,0,0,0,,,,,,,,,
C[C@H]1OC[C@@H](C[N+](C)(C)C)O1,,0,,,,0,,,,,,,,,
C[C@@H]1O[C@H](C[N+](C)(C)C)CS1,,0,0,0,0,0,,,,,,,,,
Cn1c(=O)c2[nH]c(C3CCCC3)nc2n(C)c1=O,,1,0,,0,1,,,,,,,,,
CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,,0,0,0,0,0,,,,,,,,,
NC[C@H](O)C1CCCCCCC1,,0,0,0,0,0,,,,,,,,,
NCCc1c[nH]c2ccc(C(N)=O)cc12,,1,0,0,0,0,,,,,,,,,
CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(=O)[nH]c12,,1,0,0,,0,,,,,,,,,
CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
NC(N)=NC(N)=Nc1cccc(Cl)c1,,0,0,0,0,0,,,,,,,,,
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,,,0,0,,0,,,,,,,,,
Cn1c(=O)c2c(nc(/C=C\c3cccc(Cl)c3)n2C)n(C)c1=O,,1,0,0,,,,,,,,,,,
OC[C@@H]1O[C@H](O)[C@@H](Cl)[C@H](O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
CN1[C@@H]2CC[C@H]1CC(O[C@@H](c1ccccc1)c1ccc(Cl)cc1)C2,,1,0,0,0,0,,,,,,,,,
N#Cc1cc2nc(O)c(O)nc2cc1[N+](=O)[O-],,1,,0,,0,,,,,,,,,
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,,1,1,1,1,1,,,,,,,,,
CNC(=O)[C@@H]1O[C@@H](n2cnc3c(NCc4ccc(I)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,,0,0,0,0,,,,,,,,,,
O=NN(CCCl)C(=O)NCCCl,,0,0,0,0,0,,,,,,,,,
O=C(O)/C=C\c1ccc(O)c(O)c1,,0,0,0,0,0,,,,,,,,,
N[C@@H]1CONC1=O,,0,0,,0,0,,,,,,,,,
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,,0,0,0,0,0,,,,,,,,,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Cl)cc1,,1,,1,,1,,,,,,,,,
CN(C)CC/C=C1\c2ccccc2Sc2cc(Cl)ccc21,,0,0,0,0,0,,,,,,,,,
C[N+](C)(C)CCO,,1,0,0,,,,,,,,,,,
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],,0,0,0,0,0,,,,,,,,,
NCCC(=O)NCCc1cnc[nH]1,,0,0,0,0,0,,,,,,,,,
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,,1,1,1,,,,,,,,,,,
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,,1,1,0,,,,,,,,,,,
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21,,1,1,1,1,,,,,,,,,,
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]21C,,0,,,,0,,,,,,,,,
COC(=O)[C@H](N)Cc1ccc(Cl)cc1,,0,0,0,0,0,,,,,,,,,
C/C=C\C[C@H](C)[C@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,0,0,0,0,0,,,,,,,,,
Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](C[C@@H](OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,,1,0,,0,,,,,,,,,,
CCc1cccc(N(C)C(N)=Nc2cccc3ccccc23)c1,,1,1,1,,0,,,,,,,,,
C[N+](C)(C)CCOC(N)=O,,1,0,0,0,0,,,,,,,,,
O=c1[nH]c2cc(Cl)ccc2o1,,0,,1,0,0,,,,,,,,,
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@@H]2SC1,,1,1,1,1,0,,,,,,,,,
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,,1,1,1,,0,,,,,,,,,
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,,1,,,0,1,,,,,,,,,
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,,0,0,0,,0,,,,,,,,,
C[C@@H](C[N+](C)(C)C)OC(N)=O,,0,1,0,,0,,,,,,,,,
CN1C(=O)CC[C@@H]1c1cccnc1,,1,,1,,0,,,,,,,,,
O=c1cc(-c2ccccc2)[nH]c2nc(Cl)ccc12,,0,0,0,0,0,,,,,,,,,
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,0,1,1,1,1,,,,,,,,,
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,,0,0,0,0,,,,,,,,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@@H](C(=O)NC2CC2)[C@H](O)[C@@H]1O,,0,0,0,0,0,,,,,,,,,
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,,0,1,1,,0,,,,,,,,,
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,1,1,1,1,1,,,,,,,,,
Nc1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,0,1,0,0,0,,,,,,,,,
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(Cl)cc(Cl)cn12,,0,0,0,0,0,,,,,,,,,
N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@@H]12)c1ccccc1,,1,0,,0,1,,,,,,,,,
C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,,1,0,0,0,0,,,,,,,,,
CCCCCCCCCCCCCCCCCCNC(=O)OC[C@@H](COP(=O)([O-])OCC[n+]1ccsc1)OC,,0,0,0,0,1,,,,,,,,,
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,0,0,0,0,0,,,,,,,,,
C[C@@]12C(=O)OC(=O)[C@@]1(C)[C@H]1CC[C@@H]2O1,,1,1,,1,0,,,,,,,,,
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,0,1,1,,0,,,,,,,,,
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,,0,0,0,0,0,,,,,,,,,
OC[C@@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H](O)[C@H]1O,,0,1,0,0,0,,,,,,,,,
C[C@]1(C(=O)O)[C@@H]2CC[C@@H](O2)[C@@]1(C)C(=O)O,,0,,1,1,0,,,,,,,,,
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,0,,0,0,0,,,,,,,,,
O=C(/C=C\c1ccc(O)c(O)c1)OCCc1ccccc1,,1,1,1,0,0,,,,,,,,,
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@@H]2SC1,,1,0,1,1,0,,,,,,,,,
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,1,,0,0,0,,,,,,,,,
CN(C)CCOC(=O)COc1ccc(Cl)cc1,,0,,1,0,0,,,,,,,,,
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,,1,,1,1,0,,,,,,,,,
N[C@H](CCl)C(=O)O,,0,1,1,1,0,,,,,,,,,
O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)OCc1ccccc1,,1,,1,1,1,,,,,,,,,
CCOC(=O)[C@@]12C[C@@H]1/C(=N/O)c1ccccc1O2,,0,1,,0,0,,,,,,,,,
NC(N)=NOCC[C@H](N)C(=O)O,,1,1,1,1,1,,,,,,,,,
OC[C@@H]1O[C@@H](n2cnc3c(NC4CCCCC4)ncnc32)[C@@H](O)[C@H]1O,,1,1,1,1,,,,,,,,,,
N[C@@H]1CCc2cc(O)c(O)cc2C1,,1,1,1,1,,,,,,,,,,
COc1ccc2c(c1O)-c1cccc3c1[C@H](C2)N(C)CC3,,1,0,,0,0,,,,,,,,,
